"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L50179","ProcessTree$Local","hudson.util.ProcessTree$Local","L11302","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\ProcessTree.java","1162","5","1165","6","0","0","0","0","0","0","0","0","0","0","0","1","1","4","2","1","2","1","0.5","4","4","1","0","0.5","4","2","2","3","7","1","4","4","6","1","0","0","1","0","0","0","10","0","1","6","0","4","4","6","1","0","0","1","0","0","0","10","0","1","6","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L50416","ProcessTree$Remote","hudson.util.ProcessTree$Remote","L11302","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\ProcessTree.java","1170","5","1236","6","0","0","0","0","0","0","0","0","3","1","1","5","4","1","1","3","7","0.25","0.166667","4","3","1","3","0.0892857","5","2","2","0","0","1","20","26","8","1","2","0","4","0","3","0","11","6","1","7","0","51","67","11","8","4","3","12","0","9","0","28","18","1","17","0","0","0","30","0","0","0","0","0","0","0","2","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L50670","ReflectionUtils$MethodInfo","hudson.util.ReflectionUtils$MethodInfo","L50662","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\ReflectionUtils.java","85","5","124","6","0","0","0","0","0","0","0","0","2","1","1","9","1","2","4","1","7","0.166667","0.128205","5","5","1","5","0.128205","5","0","0","0","0","0","34","40","5","0","5","0","6","0","5","0","6","13","0","5","0","34","40","5","0","5","0","6","0","5","0","6","13","0","5","0","0","0","16","0","6","0","0","0","0","3","1","0","0","0","0","0","15","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L2691","ReflectionUtils$Parameter","hudson.util.ReflectionUtils$Parameter","L50662","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\ReflectionUtils.java","126","5","204","6","0","0","0","0","0","0","0","0","1","2","2","14","1","6","5","3","14","0.5","0.294118","20","20","6","6","0.294118","20","0","0","0","0","0","48","79","2","3","2","3","11","0","11","0","11","18","0","11","0","48","79","2","3","2","3","11","0","11","0","11","18","0","11","0","0","0","11","0","4","0","0","0","0","3","0","0","0","0","0","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L50759","RemotingDiagnostics$GetSystemProperties","hudson.util.RemotingDiagnostics$GetSystemProperties","L50755","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\RemotingDiagnostics.java","76","5","81","6","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","6","6","2","0","1","0","1","0","1","0","2","1","0","2","0","6","6","2","0","1","0","1","0","1","0","2","1","0","2","0","0","0","5","0","1","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50770","RemotingDiagnostics$GetThreadDump","hudson.util.RemotingDiagnostics$GetThreadDump","L50755","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\RemotingDiagnostics.java","95","5","105","6","0","0","0","0","0","0","0","0","1","1","1","2","3","1","0","3","4","0","0","0","0","0","2","0","0","1","1","0","0","1","11","11","2","0","1","0","1","0","1","0","2","6","0","2","0","11","11","2","0","1","0","1","0","1","0","2","6","0","2","0","0","0","5","0","3","0","0","0","0","3","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50789","RemotingDiagnostics$Script","hudson.util.RemotingDiagnostics$Script","L50755","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\RemotingDiagnostics.java","114","5","150","6","0","0","0","0","0","0","0","0","1","2","2","6","3","1","1","2","5","0","0.030303","1","0","0","3","0.030303","1","1","1","0","0","1","32","37","3","1","2","1","3","0","2","0","4","17","0","3","0","32","37","3","1","2","1","3","0","2","0","4","17","0","3","0","0","0","9","1","4","0","0","0","0","2","0","0","0","0","1","0","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L16756","RemotingDiagnostics$HeapDump","hudson.util.RemotingDiagnostics$HeapDump","L50755","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\RemotingDiagnostics.java","179","5","211","6","0","0","0","0","0","0","0","0","2","1","1","4","4","2","2","4","8","0.4","0.21875","7","7","2","3","0.21875","7","0","0","0","0","0","25","33","2","0","2","0","4","0","4","0","4","10","0","4","0","25","33","2","0","2","0","4","0","4","0","4","10","0","4","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50944","RobustReflectionConverter$OwnerContext","hudson.util.RobustReflectionConverter$OwnerContext","L50903","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\RobustReflectionConverter.java","116","5","143","6","0","0","0","0","0","0","0","0","3","3","3","8","0","1","1","0","3","1","0.0344828","1","1","1","0","0.0344828","1","0","0","0","0","0","28","28","0","0","0","0","3","0","0","0","3","15","0","0","0","28","28","0","0","0","0","3","0","0","0","3","15","0","0","0","0","0","9","0","1","0","0","0","0","1","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L51006","RobustReflectionConverter$SeenFields","hudson.util.RobustReflectionConverter$SeenFields","L50903","L103","C:\Users\user\OneDrive\Desktop\GITJENKINS\jenkins-stable-1.625\core\src\main\java\hudson\util\RobustReflectionConverter.java","398","5","414","6","0","0","0","0","0","0","0","0","1","1","1","3","1","1","1","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","14","17","1","0","1","0","1","0","1","0","1","6","0","1","0","14","17","1","0","1","0","1","0","1","0","1","6","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
